candidate,party,receipts,disbursements,ind_contributors
"MIHALEK, VALERIE L",REP,18657,19718.37,16627
"MIKULSKI, BARBARA",DEM,5208,546539,0
"MILISITS, MICHAEL JOSEPH",DEM,9252.79,8186.65,4759.9
"MILKOVICH, JOHN CHARLES",DEM,0,0,0
"MILLARD, CARL ANDREW",DEM,83.98,4775.03,0
"MILLER-MEEKS, MARIANNETTE JANE",REP,0,0,0
"MILLER, ALEXANDER",UN,0,0,0
"MILLER, ALEXANDER DANIEL DR",DEM,0,0,0
"MILLER, ARUNA",DEM,1471241.06,1469419.51,1407329.61
"MILLER, BRYAN EDWARD",REP,0,0,0
"MILLER, CANDICE S.",REP,12.45,64757.94,0
"MILLER, CAROL DEVINE",REP,1943497.82,1924905.17,976288.52
"MILLER, CHRISTOPHER AUSTIN",DEM,0,0,0
"MILLER, GARY G",REP,3984.61,139193.22,0
"MILLER, JEFFERSON B.",REP,491.14,114596.55,0
"MILLER, JOHNATHAN WAYNE MR. JR",LIB,0,0,0
"MILLER, JOSEPH W",LIB,22.9,20948.97,0
"MILLER, JUSTIN K THERMOCHEM",DEM,226,142,0
"MILLER, KEN",REP,9035.6,9035.6,8076.26
"MILLER, LEE THOMAS",REP,184320,184320,176820
"MILLER, LORETTA",REP,2025,1195,2025
"MILLER, MARY ANN",REP,10571,10570,830
"MILLER, MATTHEW LOUIS",DEM,0,506.65,0
"MILLER, MIKE",REP,1137563.66,1103414.05,830594.4
"MILLER, TIM",REP,51942.18,51942.18,51942.18
"MILLS, JOHN",REP,31914.22,31784.72,9881.6
"MILLS, JOHN JOHN",REP,31914.22,31784.72,9881.6
"MILLS, STEWART MR.",REP,45137.75,46529.27,0
"MILLS, THOMAS M",DEM,13555,20531.88,12985
"MIN, DAVID",DEM,1236926.94,1236926.94,1172259.32
"MINEHART, COLIN JAMES",DFL,200,200,0
"MINELLI, CHRISTOPHER RYAN",DEM,5275,5275,5175
"MINIEAR, J D",REP,1375,1375,1375
"MIRANDA, CATHERINE",DEM,31240.97,28722.27,25740.97
"MIRZA, ALI A",DEM,0,0,0
"MISCUK, ANDY",DEM,0,0,0
"MITCHELL, DANIELLE DR.",DEM,293347.43,284785.18,270138.86
"MITCHELL, MONTE MARK",REP,0,0,0
"MITCHELL, MONTE MARK DR.",REP,10030.25,5475.25,400
"MITCHELL, PAUL III",REP,724673.3,705254.71,239872.81
"MITCHEM, TODD",LIB,11420,11420,11420
"MITRANO, TRACY",DEM,1775877.64,1756495.37,1718482.88
"MITSCH BUSH, DIANE MS.",DEM,1910245.26,1905825.69,1792836.79
"MITZELFELT, BRAD",REP,21096,21306.19,5000
"MOCKERMAN, CHRISTOPHER WILLIAM",IND,0,0,0
"MODICA, JULIEN",DEM,98.2,0,78.57
"MOHAMMAD, NEILL DR.",DEM,213341.55,213341.55,196120.35
"MOHAN, RADHAKRISHNA",DEM,118663.12,116733.79,35268.12
"MONETTI, RAFFAELE ANTONIO",REP,602619.81,602885.49,522094.81
"MONTENEGRO, STEVE",REP,356446.69,356446.69,321446.69
"MONTES, JOSEPH",REP,0,0,0
"MONTGOMERY, CHALIS POMEROY",DEM,99811.3,98757.45,99165.66
"MONTIEL, CARMEN",REP,34836.95,34693.6,25199.85
"MOODY, DAN",REP,3207231.28,3207231.28,130763.24
"MOOLENAAR, JOHN MR.",REP,1172130.62,1091060.35,610793.81
"MOON, C MICHAEL",REP,0,0,0
"MOONEY, ALEXANDER XAVIER",REP,1837746.56,1246402.35,1057980.1
"MOONEY, PATRICK",REP,0,558.53,0
"MOORE, CHARLOTTE ANN",DEM,1010,1336.92,1010
"MOORE, DAVID",NOP,12097,12096,8605
"MOORE, DWIGHT CLINT",REP,0,0,0
"MOORE, FELIX BARRY",REP,154582.44,149654.77,78382
"MOORE, GWEN S",DEM,1043192.58,1066541.23,275805.46
"MOORE, KYLE BRENDEN",DEM,6244.35,4638.68,5194.35
"MOORE, ROY JUDGE",REP,5302070,5302071,5192442
"MOOREHEAD, PATRICK",IND,70,54,70
"MORALES, CESAR DIEGO",REP,575737.99,575737.99,561187.99
"MORALES, DANIEL ROMERO JR",REP,11351.13,11271.83,9694.84
"MORALES, HECTOR ADRIAN MR.",DEM,11178.04,11121.62,11073.04
"MORAN, JAMES P. JR.",DEM,447.85,74834.94,0
"MORAN, JERRY",REP,718688.49,359688.03,163809
"MORELLE, JOSEPH D",DEM,1896368.05,1837132.63,1022471.98
"MORENO, DOMINICK",DEM,95686.33,79600.03,93686.33
"MORENO, HELENA",UNK,0,0,0
"MORGAN, DELINDA",REP,0,289.46,0
"MORGAN, MATTHEW WADE",DEM,1364657.7,1351431.55,1159379.61
"MORGANELLI, JOHN",DEM,262745,262745,235045
"MORIN, WILLIAM C III",DEM,40407.86,46333.01,37907.86
"MORO, ELIZABETH RHEIN",DEM,93266.98,95929.98,54676.56
"MORRISEY, PATRICK MR",REP,6200876.51,6153109.25,4325027.61
"MORSE, JESSICA",DEM,3813237.37,3711060.21,3432526.88
"MORTENSEN, MICHELLE",REP,138283.18,138215.9,135278.18
"MOSER, JOHN",DEM,9014,9014,465
"MOSER, LAURA",DEM,1319841.25,1319764.49,1278204.05
"MOSS, JIM",DEM,32445,42071,2168
"MOSS, LYNDA BOURQUE",DEM,108405.85,108405.85,88812
"MOSS, RICHARD MARC",REP,138942.61,140092.84,34092.54
"MOSSBURG, MATT MR.",REP,11533.95,11399.24,9311.95
"MOSSER, JOHN MARSHALL",REP,24875,24875,20875
"MOTT-SMITH, MARLA LOUISE",DEM,21423.71,21428.71,11049
"MOULTON, SETH",DEM,2414446.53,2691149.97,1509050.93
"MOWRER, JIM",DEM,18541.9,21091.88,200
"MOXLEY, DIANE",GRE,5731,5229,3782
"MOYA, PAUL",DEM,212632.86,211116.42,77380.26
"MUCARSEL-POWELL, DEBBIE",DEM,4655422.3,4615604.83,3416116.32
"MULLEN, MICHAEL P MR.",UN,19977,19801.35,14887
"MULLIKIN, TOM",REP,495314.96,495314.96,103843
"MULLIN, MARKWAYNE MR.",REP,1579827.97,1704272.83,512739
"MULLINS, THOMAS E",REP,0,1884.24,0
"MULLOY, TJ",DEM,33171.3,33171.3,15891.3
"MULTARI, ROBERT DR.",DEM,46790,46790,11690
"MULVANEY, JOHN MICHAEL 'MICK'",REP,20.46,141056.1,0
"MUNDY, KEITH FRANCIS",DEM,0,339.9,0
"MUNIZ, JOHN R",REP,5953.72,5953.72,2101
"MURDOCK, BRETT",DEM,70.93,2940.34,0
"MURKOWSKI, LISA",REP,944798.62,555028.31,459068.94
"MUROFF, DANIEL",DEM,554307.14,527021.44,388202.83
"MURPHY, CHRISTOPHER S MR",DEM,12522264.41,8862489.51,10749015.64
"MURPHY, DENNIS B",DEM,0,368.68,0
"MURPHY, LEE H",REP,20639,25591.86,19439
"MURPHY, LES",DEM,8960,3824.17,8305
"MURPHY, MARCUS ALLEN DR.",DEM,15199,10186,0
"MURPHY, SCOTT M",DEM,11.36,1400,0
"MURPHY, STEPHANIE",DEM,3229991.57,3156143.66,1680775.02
"MURRAY, PATTY",DEM,1832338.56,2860709.21,1478589.12
"MURRAY, RONALD",REP,1455,1348,455
"MURTAUGH, MORGAN",REP,94570.86,94570.86,94570.86
"MUSSELWHITE, ROBERT RICHARD",DEM,9120.84,8748,1527
"MUSTAFA, REGINA ANNE",DFL,0,0,0
"MUSTAFA, SAMEENA",DEM,134109.93,134109.93,122843.46
"MYERS, CATHY",DEM,1578872.96,1534303.13,1541800.95
"MYERS, KIM",DEM,461.51,7431.68,0
"MYERS, THOMAS PAUL",REP,6638,6637.61,2470
"MYHRA, PAMELA J",REP,758,676.8,200
"NABLIBA, MARIO",REP,9630,9629,3270
"NADLER, JERROLD L.",DEM,1471204.74,1544540.69,803867.26
"NALBANDIAN, JOHNNY",REP,36370,36332.56,24370
"NAPOLITANO, GRACE",DEM,410266.98,249008.44,86749.39
"NAPOLITANO, JASON ANDREW",IND,0,170,0
"NARDOLILLO, ROBERT ANTHONY III",REP,129258,129503,126158
"NARVAIZ, SUSAN",REP,70808.77,70387.05,24110
"NARVAIZ, SUSAN",REP,10.99,62.8,0
"NATIVIDAD, JERRY",REP,0,7242,0
"NAVARRO, OMAR",REP,1173123.55,1045289.5,1154323.67
"NAZARINO, SCOTT",REP,0,0,0
"NEAHRING, JENNIFER",DEM,175768.13,175768.13,99420.33
"NEAL, DIANE",NPA,222546.48,205424.71,33291
"NEAL, RICHARD E MR.",DEM,3570327.42,3279848.2,831345.51
"NEAL, RICK",DEM,1328023.44,1326595.37,934512.08
"NEELD, ROBERT M. JR.",DEM,11493.46,11761,0
"NEGLEY, WILLIAM W.",REP,342797.5,342749.92,227612.01
"NEGRON, REBECCA",REP,2408.21,3231.29,0
"NEGRON, STEVE",REP,461905.1,454910.24,174840.84
"NEGUSE, JOSEPH",DEM,1278815.1,1064033.62,813690.2
"NEHLEN, PAUL III",REP,209606.08,213032.58,204600.7
"NEIGHBORS, RICKY ALLEN",DEM,21088.35,17429.2,20588.35
"NELSON, BILL",DEM,32401758.29,32418265.69,25495018.04
"NELSON, CARLA JEAN",REP,537660.56,537238.96,397805.45
"NELSON, E BENJAMIN",DEM,33,11394,0
"NELSON, JOHN",DEM,17322,14217.5,10582
"NELSON, KEVIN",DEM,26219.21,6040.06,0
"NELSON, PATRICK F",DEM,72216.49,72121.93,68032.93
"NELSON, SHAWN",REP,694900.84,685895.42,676069.84
"NELSON, THOMAS JOHN",REP,9288.48,8821.97,7100.05
"NELSON, TOM",DEM,15382.83,17518.94,300
"NESMITH, MICHAEL",DEM,39939.03,38673.98,14484.68
"NEUGEBAUER, RANDY HONORABLE",REP,9463.01,57611.25,0
"NEUHARDT, SHAREN SWARTZ",DEM,0,0,0
"NEUMANN, MARK W",REP,0,0,0
"NEVEU, DEONIA P",IND,0,0,0
"NEVILLE, TIMOTHY PATRICK",REP,0,0,0
"NEWBERGER, JAMES WALLACE",REP,258768.76,258688.67,246768.76
"NEWHOUSE, DAN",REP,1155667.61,1077766.47,446950.24
"NEWLAND, K. ROSS",REP,125,125,125
"NEWMAN, MARIE",DEM,1475693.55,1475623.03,1221020.93
"NEWMAN, MONTY",REP,886783.38,886783.38,689488.88
"NGUYEN, BAO QUOC",DEM,910,8440.55,0
"NGUYEN, DANNY QUOC MR. CCIM",REP,163217.45,163203.42,46310
"NICHOLS, JASON",DEM,138025.78,128789.04,120795.44
"NICHOLSON, KEVIN",REP,3893750,3865486.05,3775575.49
"NICKLOES, SARAH ASHLEY",REP,243854.67,243854.67,148255
"NIEDERKORN, DAVID",REP,53845.74,45548.45,3845.74
"NIEMUTH, NILES",SEP,12633.79,5295.77,12633.79
"NIERMANN, TOM",DEM,810073.47,809819.8,803244.47
"NIGHTENHELSER, TODD ALAN",DEM,0,0,0
"NIKPOUR, NOELLE",REP,0,0,0
"NIZAHON, SHLOMO",REP,281,180,281
"NOBLE, JANELLE",DEM,2943.19,2613.94,2713.13
"NOEM, KRISTI LYNN",REP,20991.52,96880.53,1950
"NOGALES-MOLINELLI, MARIANA",PPT,0,0,0
"NOLAN, RICHARD M.",DFL,755535.04,880397.68,250458.89
"NORCROSS, DONALD W",DEM,2194158.29,1503682.38,1199389.97
"NORDAL, CRAIG",REP,11821.14,11907.99,436.25
"NOREN, SCOTT ANDREW",DEM,63270.47,66209.25,5813.47
"NORMAN, RALPH W. JR.",REP,2597132.09,2000692.16,1583146.76
"NORRIS, MARK",REP,0,2583.43,0
"NORRIS, PHILLIP",REP,100,100,0
"NORTON, ELEANOR HOLMES",DEM,419730.33,489478.5,103030.33
"NOTHSTEIN, MARTY MR.",REP,985643.72,958873.74,611185.92
"NOVAK, DARIA IRENE",REP,500,850,0
"NOWELL, JANELLE MARIE",DEM,0,0,0
"NUNES, DEVIN GERALD",REP,12690863.36,11629556.14,11141077.79
"NUTTLE, MARC",REP,2500,2523.28,0
"NWADIKE JR, KENNETH E",DEM,5000,0,0
"NYE, COOPER JON",IND,6877,6877,6467
"NYGARD, DOROTHY (DOTTY)",DEM,68767.16,68767.16,63413.21
"O''DEAR, CRAIG S",IND,634715.3,622113.79,407005.09
O'BRIEN CAROL,REP,238692.19,238692.19,144092.19
"O'CONNOR, DANIEL JAY",DEM,8504867.51,8462831.59,8050254.59
"O'CONNOR, SHAWN PATRICK PATRICK",IND,43128.34,48915.75,0
"O'CULL, SAYRE CHRISTIAN",DEM,1,0,1
"O'DONNELL, CHRISTINE",REP,0,0,0
"O'DONNELL, JAMES D",REP,376821,281216.14,287771
"O'DONOGHUE, THOMAS",REP,0,0,0
"O'HALLERAN, TOM",DEM,2748953.04,2760247.97,1600056.89
"O'MALLEY, MARTIN JOSEPH",DEM,741.41,86813.12,3
"O'NEILL, RUBY DR.",REP,131458,127082.3,50158
"O'REILLY, MICHAEL",REP,0,60,0
"O'ROURKE, ROBERT (BETO)",DEM,80344836.34,80458720.11,80089488.23
"O'ROURKE, ROBERT BETO",DEM,80344836.34,80458720.11,80089488.23
"O'ROURKE, TERENCE MURPHY",DEM,17847.8,16749.27,17321.84
"OATMAN, LAURA",DEM,244289.89,228836.79,222920.66
"OBAMA, BARACK / JOSEPH R. BIDEN",DEM,659028.98,905767,0
"OBERWEIS, JAMES D ""JIM""",REP,0,0,0
"OCASIO-CORTEZ, ALEXANDRIA",DEM,2147896.37,1782301.81,2045386.06
"OH, THOMAS",REP,74602.45,74602.45,63404.88
"OHEVZION, MICHAEL",REP,183070,183070,14770
"OJEDA, RICHARD NEECE II",DEM,99130.11,86757.16,57130.11
"OJEDA, RICHARD NEECE SENATOR II",DEM,2851527.56,2844604.38,2299376.93
"OLIVA JR, PHIL",REP,2019.36,2290.38,0
"OLIVER, JULIE LYNN",DEM,645926.18,645926.18,633226.41
"OLIVER, MELVIN RUSSELL MR.",DEM,15871.18,15621.62,12771.18
"OLMER, SCOTT",REP,31280,31269.02,1280
"OLSEN, MARTIN",DEM,163457.48,163213.41,133886.22
"OLSON, BRAYDEN",DEM,107765.68,107595.61,42883.87
"OLSON, CRAIG",DEM,119834,119834,119809
"OLSON, JOHN RICHARD",DEM,0,0,0
"OLSON, JUSTIN",REP,0,0,0
"OLSON, PETER G.",REP,1538411.12,1927405.71,565578.89
"OLSZEWSKI, ALBERT DAVID",REP,326245,326244,217987
"OMAR, ILHAN",DFL,1084183.04,1029353.77,894239.04
"ONUFREI, STELIAN",REP,644720.91,644720.91,16655.31
"ORENTLICHER, DAVID",DEM,5000,36758,0
"ORTITAY, JASON A",REP,1545,1545,0
"ORTMAN, JULIANNE",REP,140,176,90
"OSMACK, MARK",DEM,199663.57,199663.57,171503.16
"OSSOFF, T. JONATHAN",DEM,31605071.08,31212595.64,29536942.08
"OTTAWAY, BRENT M",DEM,34922.29,30785.2,26870.68
"OVERBY, LUCAS",LPF,0,0,0
"OVERBY, PAULA MIRARE",IDP,5135.23,4716.48,5135.23
"OWEN, ROBERT THURMAN III",DEM,17660.12,19435.12,17660.12
"OWENS, COLLEEN",REP,20223,20222,3200
"OWENS, H DOUGLAS",DEM,5579.8,16940.87,20
"OWENS, WILLIAM",DEM,1250,59393.82,0
"OXLEY, MICHAEL G",REP,0,0,0
"PACE, JIM",REP,38325.51,39968.65,0
"PADGETT, DONALD CLAYTON",DEM,100741.11,100741.11,91895.21
"PADILLA, MARK EDWARD",NPA,29182.1,29182.1,29182.1
"PAINTER, HAROLD WALTON JR",REP,0,0,0
"PAINTER, RICHARD",DFL,298780.34,290337.11,297103.34
"PAKOOTAS, JOSEPH A",DEM,130,3816.14,130
"PALAZZO, STEVEN MCCARTY",REP,770852.68,770434.28,212578
"PALLANT, MARY",DEM,8295.09,8295.09,2257
"PALLONE, FRANK JR",DEM,2810634.88,1722276.51,924798.29
"PALMER, GARY",REP,1216730.71,1496359.76,298279.01
"PALMER, SUSAN MORAN",DEM,473098.14,473098.14,311448.75
"PALZER, THOMAS EDWARD",REP,11.1,157.1,0
"PALZEWICZ, TOM",DEM,263201.28,260310.16,226431.28
"PANDA, CHETAN",DEM,116152.57,109650.27,113107.33
"PANETTA, JIMMY",DEM,1256256.36,727578.17,535316.85
"PAPPAS, ANTHONY",REP,8161,2500,8161
"PAPPAS, CHRIS",DEM,2219341.71,2105498.06,1706328.82
"PARK, JONATHAN",DEM,6142,6142,2142
"PARKER, CLARK B",REP,0,0,0
"PARKER, GRAYSON",DEM,2955.05,2939.66,455.05
"PARKER, PERRY MR.",REP,396501.24,244735.48,155501.24
"PARKER, VERNON",REP,0,1235.82,0
"PARKS, JUAN",DEM,14685,13061,3765
"PARNELL, ARCHIE",DEM,2039416.09,2027264.18,1334313.02
"PARRISH, MICHAEL D",DEM,900,11983.59,100
"PARROTT, NEIL CONRAD MR.",REP,66111.68,3627.98,66111.68
"PARVIZIAN, HAMID",DEM,112582.61,101238.99,58520
"PASCHEN, JOHN JOSEPH",DEM,134554.02,134553.55,90734.09
"PASCRELL, WILLIAM J. JR.",DEM,1717516.39,1413307.05,673938.14
"PASTOR, ED L",DEM,0,65000,0
"PATAKI, GEORGE E",REP,3,360.42,3
"PATE, AVA",REP,10883.41,10287.27,6620
"PATEL, ABHAY",REP,0,12,0
"PATEL, SANJAY SOMABHAI",DEM,337942.2,337972.61,317787.6
"PATTERSON, ROBERT W.",REP,11.17,3496.99,0
"PATTERSON, WILLIAM RALPH",REP,0,0,0
"PATTON, JACKIE",DEM,33439.54,33364.61,32858.17
"PATTON, THOMAS F.",REP,320883.39,320883.39,294376
"PAUL, RAND",REP,609636.83,499126.93,339610.4
"PAUL, RON",REP,729.22,31954.5,0
"PAULSEN, ERIK MR.",REP,5825348.4,5908716.98,2601087.29
"PAVLOV, PHILLIP S.",REP,0,56.66,0
"PAWLOWSKI, ED",DEM,0,0,0
"PAYNE, DONAL M.",DEM,0,102717.01,0
"PAYNE, DONALD M., JR.",DEM,538431.11,568615.06,98793.42
"PAYNE, RACHEL",DEM,388067.99,388067.99,285640.51
"PEACOCK, BRAD JOSEPH",IND,9114,9038,4864
"PEACOCK, JULIA",DEM,159046.35,149914.01,153292.78
"PEARCE, STEVAN E.",REP,134888.05,1407177.34,60
"PEARCE, STEVE",REP,0,0,0
"PEARSON, MICHAEL TYRONE",REP,0,0,0
"PECHEFSKY, DAVID",DEM,303457.9,303415.63,185666.68
"PEIRO, MARIA M",REP,15501.32,14938.4,6455.49
"PELLERIN, JOSHUA A",DEM,0,0,0
"PELLETIER, PAUL",DEM,651741.75,651741.75,475241.75
"PELLETT, DANIELLE JESSICA",DEM,15976.72,14220.45,15496.72
"PELOSI, NANCY",DEM,4622034.66,5438034.69,2983149.32
"PELZER, JONATHAN",DEM,74257.7,74257.7,21150.46
"PELZER, KIMBERLIN BROWN",REP,844037.02,841751.6,756247.18
"PENA, ANGEL DAMIAN",DEM,14901.78,14901.78,14771.78
"PENA, RAYMOND JR.",DEM,10968.7,19462.89,2166.7
"PENCE, GREGORY J.",REP,2793833.01,2593307.01,2132096.62
"PENDLETON, ROBERT",NOP,29539.3,29539.3,4554
"PENFOLD, JOSHUA",DEM,151,151,0
"PENNER, KIRK MR.",REP,103543.49,103087.75,76935
"PENSLER, SANDY",REP,5235246.9,5235247,187556
"PERDUE, DAVID",REP,2500726.78,846312.95,887770.18
"PERENICH, STEPHEN M",DEM,75715.87,75715.87,62789.52
"PEREZ GISSY, ANA MARIA MS",DEM,9136.56,8578.83,6156.56
"PEREZ WILLIAMS, JUANITA",DEM,181806.44,181806.44,71161.73
"PEREZ, FRANK",DEM,0,51609,0
"PEREZ, JOHN A",DEM,6740,6740,0
"PEREZ, MARTY",REP,153231.07,153231.07,1046.84
"PEREZ, THOMAS STAUFFER",REP,21070,21070,11070
"PERKINS, JO RAE",REP,14623.38,14464.3,7578.84
"PERKINS, RANDY",DEM,23593.52,32377.7,0
"PERLMUTTER, EDWIN G",DEM,1872526.48,1462835.47,638880.58
"PERRI, CHRISTOPHER MICHAEL",DEM,238362.99,236982.26,161531.06
"PERRY, CHRISTY",REP,31792,31662.45,11335
"PERRY, JAMES R (RICK)",REP,0,1818.05,0
"PERRY, MARY D",REP,1058,1563.57,0
"PERRY, PAUL-DAVID II",DEM,91251.76,91251.76,85093.45
"PERRY, SCOTT",REP,1485137.04,1645975.5,904064.93
"PERSON, FRANCIS J",DEM,50,6402.68,50
"PERSSON, CARL",REP,4270,3914.43,570
"PERUSKI, JEREMY MICHAEL",IND,210238,205264.55,35238
"PETERKA, JESSICA LEE",IND,0,2284.76,0
"PETERS, BRANDON S.",DEM,146682.19,142377.66,101561.46
"PETERS, CHRISTOPHER",REP,846951.16,853952.41,342728.87
"PETERS, GARY",DEM,1443396.2,612538.58,918506.31
"PETERS, GARY",DEM,1443396.2,612538.58,918506.31
"PETERS, JOE",REP,83384,83384,43184
"PETERS, RUDY PETERS",REP,56807.88,56807.88,39399.43
"PETERS, SCOTT",DEM,2793181.8,2065312.97,1168327.75
"PETERSEN, AUSTIN",REP,650946.49,649181.94,632416.41
"PETERSON, BOB",REP,14064,15855.36,14000
"PETERSON, COLLIN CLARK",DEM,1431201.29,1502558.51,290567.84
"PETERSON, DAVID",DEM,17275,12697,2275
"PETTERSEN, BRITTANY LOUISE MS.",DEM,207825.84,152768.84,199220.84
"PETTINATO, JARED SCOTT MR.",DEM,89061.17,89061.17,61703.16
"PEZZULLO, RICHARD J",REP,124487,124707.55,15356
"PEZZULLO, RICHARD J.",REP,108375,51205.89,32260
"PFAFF, JAMES R",REP,0,0,0
"PHAM, ETHAN",DEM,449570.44,449515.53,276958.88
"PHELPS, TODD",REP,0,21,0
"PHIFER, LEAH",DFL,104646.14,123960.11,98387.77
"PHILLIP, DANIEL GEORGE",IND,0,2000,0
"PHILLIPS, DEAN",DFL,6307590.94,6266109.21,4889905.98
"PHILLIPS, GEORGE KARL MR",REP,0,0,0
"PHILLIPS, HEATH",DEM,5295.14,5295.14,3395.14
"PHILLIPS, MARIAH NICOLE",DEM,586593.59,578769.82,544632.17
"PHILLIPS, ROBERT BRETON",REP,5549.33,5549.33,228.65
"PHILLIPS, RUPERT WILSON JR.",REP,284462.45,284462.45,264056
"PHILLIPSON, LORNA",DEM,0,19.35,0
"PHOENIX, JESS",DEM,495219.91,495181.29,483087.19
"PIATT, PATTI",DEM,36119.61,36119.61,20319.61
"PICUS, PRESTON",IND,0,359.88,0
"PIDCOCK, ROBERT L",DEM,0,264,0
"PIEGZA, LAWRENCE MARK",NPA,266674,266674,674
"PIERCE, DONNA SHANNON",REP,92477.7,92477.7,81930
"PIERCE, DOUGLAS HOWARD",DEM,54104,128696,0
"PIERLUISI, PEDRO",DEM,0,0,0
"PIERSON, JOE NICOLAS",REP,77401,71640.5,70267
"PIKUS, PATRICK",DEM,5525,4529.38,5525
"PILKINGTON, JAMES GREGORY",DEM,65807.05,62175.55,4564.1
"PING, CATHERINE LOUISE ""CAT""",REP,0,0,0
"PINGREE, CHELLIE M",DEM,779379.93,1088304.62,481124.69
"PINJUV, GUY",DEM,1600,3440.94,0
"PIPER, JOHN PATRICK",IND,20500,22915,0
"PIPKIN, E J",REP,0,0,0
"PIPKIN, E J",REP,0,0,0
"PITTENGER, ROBERT M THE HONORABLE",REP,1413379.31,1414712.57,319886.69
"PITTMAN, LEE DAVIDSON MARBURY",REP,479475,479473,426775
"PITTMAN, M BRENT",LIB,0,0,0
"PITTS, JOSEPH R.",REP,0,52962.81,0
"PLASKETT, STACEY",DEM,359928.37,357040.84,146963.42
"PLASTER, MARK LEROY MD",REP,3000,41293.88,0
"PLATT, CAROL",REP,0,1583.83,0
"PLOWRIGHT, MISTY",DEM,0,762.83,0
"PLUMB, JOHN",DEM,0.01,1519.6,0
"PLUMMER, LETITIA",DEM,131621.92,129774.39,116069.36
"POCAN, MARK",DEM,1106553.4,930709.98,444626.69
"POE, TED",REP,336976.38,1410828.2,181653
"POLCE, NICK",REP,33623,34262,16823
"POLIQUIN, BRUCE L",REP,4233235.05,4253973.13,1788534.83
"POLIQUIN, BRUCE L",REP,4233235.05,4253973.13,1788534.83
"POLIS, JARED",DEM,243221.28,311144.05,175874.34
"POLLARD, ANDRE COLIN",IND,5250,5250,4818.39
"POLLARD, WILLIAM CYRUS MR. JR.",DEM,13262.21,13054.91,3208.42
"POMPEO, MICHAEL R",REP,10172.53,123915.42,0
"POORE, MESHEA",DEM,0,0,0
"POPE, ELLIOT",REP,17115,17115,11085
"POPE, TOMMY",REP,463523.92,463523.92,356818.52
"PORTANTINO, ANTHONY",DEM,8224.81,1816.45,0
"PORTER, EDDIE RAY",DEM,19905,19905,1555
"PORTER, KATHERINE",DEM,6975217.54,6891471.01,5593038.89
"PORTER, STEVAN MICHAEL MR.",LIB,10639.2,9707.27,8566.01
"PORTMAN, ROB THE HONORA",REP,1919069.86,638314.14,1112423.95
"POSEY, BILL",REP,927501,1086761.96,572197.18
"POSTEMSKI, DANNY FRANK MR JR",REP,0,0,0
"POTEET, ALONZO MARCUS MR. III",REP,34519.57,34519.57,7640.35
"POTTRATZ, KEITH ALLEN",DEM,1,0,1
"POUNDS, BUNNI",REP,905242.7,905242.7,759434.37
"POWELL, ADAM CLAYTON IV",DEM,0,0,0
"POWELL, JONATHAN A",DEM,85489.36,85867.37,51804.04
"POWERS, KEVIN WILLIAM",REP,60199.64,27976.43,35004.55
"POZOS, CLARE PUTNAM",REP,69009.38,68724.79,68451.12
"PRAG, CHOMI",NNE,0,0,0
"PRAVER, SHAUL MARSHALL RABBI",DEM,24103,20258.9,24103
"PRESSLEY, AYANNA",DEM,1491070.15,1404970.37,1329944.34
"PRETOT, JAKE",DEM,2738.1,908.1,1620.76
"PRICE, DAVID E",DEM,920457.88,969570.88,426589.64
"PRICE, PHILLIP",DEM,237942.85,232876.94,221599.82
"PRICE, SUZYN",DEM,40141,40141,40141
"PRICE, THOMAS EDMUNDS",REP,6021.31,348813.68,0
"PRIDMORE, JAY P",NPA,0,0,0
"PRIES, MICHAEL H",REP,92040,92040,76490
"PRIGG, THOMAS LEE",DEM,48483.6,46983.11,48065.99
"PRINCETON, LLOYD JOSEPH",LIB,74339.88,74239.83,23597.51
"PRINGLE, DAVID",DEM,60134,54424.48,59064
"PROFIT, JOSEPH",REP,81618.47,82033.52,68818.47
"PROSCH, MATT",REP,600,0,600
"PRUETT, JAMES",DEM,2696.35,2624.67,2456.35
"PRUITT, AUTRY",REP,13191,13191,13191
"PRYCE, DEBORAH D.",REP,0,9542,0
"PUESCHEL, DEBORAH KATZ",W,0,0,0
"PULLEN, MICHAEL MR.",DEM,193061.58,192067.31,106504.86
"PUREVAL, AFTAB",DEM,4144106.29,4140079.89,3480095.38
"PURKIS, ANGELIKA MRS.",NPA,21214.17,18735.88,11350
"PUSKAR, MICHAEL B",OTH,6014,6014,750
"PUSKAR, MICHAEL BRANDON",UN,500,0,0
"PUTMAN, DAVID",DEM,0,0,0
"PYLE, DENNIS",REP,149876.59,149876.59,148876.03
"QUARTEY, MARY AKU",DEM,0,0,0
"QUDRAT, OMAR",REP,375254.09,372812.13,295315.27
"QUEEN, KENNETH PAUL",DEM,8130.22,3828.45,5172.22
"QUICK, LAURA",DEM,24306.42,23620.75,15066.42
"QUIGLEY, MIKE",DEM,1334784.15,1249844.91,667366.15
"QUINN, CHRISTINE YVONNE",REP,0,0,0
"QUINN, PATRICK J",REP,0,246,0
"QUINN, PATRICK THOMAS",NPA,2893.11,2217.15,2875
"QUINTERO, ANDRE",DEM,153298.48,57619.97,149407.31
"QUINTERO, NORMAN",DEM,136211.3,136211.3,11954.57
"QUIST, ROBERT E.",DEM,6710492.54,6710492.54,6613029.07
"RAB, AEJAZ (RAJI)",DEM,92950,90878.71,29950
"RABIN, ELIOT MR.",REP,35701.57,35435.16,10312.86
