cycle,race,state,candidates,endorsements
2020,House,Maine,Dale Crafts (R),"Federal officials
Donald Trump, President of the United States (2017-2021)[40]
State officials
Bernard Ayotte, former state representative (2006-2014)[43]
Kevin Battle, former state representative (2014-2018)[43]
Robert Berube, former state representative (2002-2008)[43]
Russell Black, state senator and former state representative (2010-2018)[44]
David C. Burns, former state senator (2012-2016)[44]
Richard Cebra, state representative and former Maine Republican Party chair (2012-2013) and state representative (2004-2012)[43]
Patrick Corey, state representative[44]
Dean Cray, former state representative (2008-2014)[44]
Andre Cushing III, former state senator (2012-2018), state Senate assistant majority leader, and state representative (2008-2012)[43]
Scott Cyrway, state senator[43]
Douglas Damon, former state representative (2010-2012)[45]
Paul Davis, state senator and former state representative (2008-2014), state senator (2002-2006), and state Senate minority leader (2004-2006) (co-endorsed with Eric Brakey)[43]
Peter Doak, former state representative (2012-2014)[45]
Dana Dow, state senator and state Senate minority leader[43]
Gary Drinkwater, state representative[44]
Bradlee Farrin, state senator and former state representative (2014-2018)[45]
Jeffery Gifford, former state representative (2006-2014)[43]
Randall Greenwood, former state representative (2014-2016)[46]
James Hamper, state senator and former state representative (2004-2012)[43]
Jeffery Hanley, state representative (co-endorsed with Eric Brakey)[43]
Gary Hilliard, former state representative (2014-2018)[43]
Brian Hobart, former state representative (2014-2016)[43]
Peter Johnson, former state representative (2008-2014)[43]
L. Gary Knight, former state representative (2006-2014)[43]
Paul LePage, 2022 Republican gubernatorial candidate and former Governor (2011-2019)[41]
Ricky Long, former state representative (2010-2016)[43]
Tom Martin, state representative and former state senator (2010-2012)[43]
Garrett Mason, former state senator (2010-2018) and state Senate majority leader[43]
Rick Mason, state representative (co-endorsed with Eric Brakey)[44]
Michael McClellan, former state representative (2010-2016)[43]
Susan Morissette, former state representative (2010-2012)[43]
Joshua Morris, state representative (co-endorsed with Eric Brakey)[43]
Allen Nadeau, former state representative (2012-2014)[43]
Melvin Newendyke, former state representative (2010-2014)[43]
John Picchiotti, former state representative (2010-2012, 2014-2018)[43]
Richard Pickett, state representative[43]
Jeffrey Pierce, former state representative (2014-2018)[43]
Debra Plowman, acting Education Commissioner (2016), Republican candidate in 2012 U.S. Senate race, and former state senator (2004-2012) and state Senate assistant majority leader and state representative (1992-2000)[43]
Gary Plummer, former state senator (2012-2014) and state representative (2004-2012)[43]
Matthew Pouliot, state senator and former state representative (2014-2018)[43]
Kerri Prescott, former state representative (2006-2012)[43]
Deborah Sanderson, state representative[43]
Jeffrey Timberlake, state senator and former state representative (2010-2018)[44]
Michael Timmons, former state representative (2014-2016)[43]
William Tuell, state representative[43]
Charlie Webster, former Maine Republican Party chair (2008-2012), 1994 Republican gubernatorial candidate, and former state senator (1984-1994), state Senate minority leader (1988-1992), state Senate assistant minority leader (1986-1988), and state representative (1980-1984)[43]
Stephen Wood, former state representative (2010-2018)[44]
David Woodsome, state senator[43]
Newspapers
Bangor Daily News[47] (primary only)
Organizations
Family Research Council (FRC) Action[48]
Individuals
Shawn Moody, businessman, 2018 Republican gubernatorial nominee, and 2010 independent gubernatorial candidate[51]"
2020,House,Maine,Declined to endorse,"Susan Collins, U.S. Senator from Maine[54] (Republican)"
2020,House,Maryland,Jennifer Pingley,"Wayne Gilchrest, former Congressman, Maryland District 1[9]"
2020,House,Maryland,Anthony Brown,"Local officials
Pete Buttigieg, former Mayor of South Bend, Indiana (2012–2020) and former candidate for 2020 Democratic presidential nomination.[32]
Organizations
Brady Campaign[33]
Humane Society of the United States Legislative Fund[34]
League of Conservation Voters Action Fund[35]
National Education Association[36]
Planned Parenthood Action Fund[37]
Sierra Club[38]"
2020,House,Maryland,Shelia Bryant,"Organizations
American Progressives in STEM[39]
Brand New Congress[40]
National Women's Political Caucus[41]"
2020,House,Maryland,Steny Hoyer,"Organizations
Humane Society of the United States Legislative Fund[34]
League of Conservation Voters Action Fund[49]
NARAL Pro-Choice America
National Education Association[36]
Planned Parenthood Action Fund[37]"
2020,House,Maryland,Mckayla Wilkes,"Organizations
350.org[50]
American Progressives in STEM[39]
Brand New Congress[50]
College Democrats of America - Frostburg State University chapter[50]
College Democrats of America - Salisbury University chapter[50]
Democracy for America[51]
Democratic Socialists of America - Metro DC chapter[50]
Income Movement[52]
Jewish Voice for Peace Action[53]
Our Revolution - Maryland chapter[50]"
2020,House,Maryland,David Trone,"Organizations
Equality PAC[56]
Humane Society of the United States Legislative Fund[34]
NARAL Pro-Choice America[57]
National Education Association[36]
Planned Parenthood Action Fund[37]
Sierra Club[38]"
2020,House,Maryland,Jamie Raskin (D),"Organizations
Humane Society of the United States Legislative Fund[34]
National Education Association[36]
Sierra Club[38]"
2020,House,Massachusetts,Alex Morse,"U.S. Representatives
Alexandria Ocasio-Cortez, U.S. Representative from NY-14 (2019–present)[7]
State Legislators
Charles Booker, former Democratic candidate for United States Senate in Kentucky, and member of the Kentucky House of Representatives[8]
Municipal Officials
Carmen Yulín Cruz, Mayor of San Juan, Puerto Rico[9]
Individuals
Jamaal Bowman, educator and 2020 Democratic nominee in NY-16[10]
Shannon Liss-Riordan, American Labor Attorney and Former Candidate for U.S. Senate 2020[11]
Andrew Yang, entrepreneur and 2020 Democratic presidential candidate[12]
Labor Unions
Massachusetts Nurses Association[13]
Organizations
Brand New Congress[14]
Democratic Socialists of America - Berkshire County chapter[15]
Humanity Forward[16]
Justice Democrats[17]
LGBTQ Victory Fund[18]
Make Room[19]
Massachusetts Peace Action[20]
Our Revolution Massachusetts[21]
Progressive Democrats of America[22]
Sunrise Movement[23]
Working Families Party[24]"
2020,House,Massachusetts,Richard Neal,"Governors
Charlie Baker, Governor of Massachusetts (2015-present) (Republican)[25]
U.S. Representatives
Barney Frank, former U.S. Representative (MA-4) (1984-2013)[26]
John Lewis, former U.S. Representative (GA-5) (1987-2020)[27] (Deceased)
John Olver, former U.S. Representative (1991-2013)[28]
Nancy Pelosi, Speaker of the House (CA-12) (1987-to present)[29]
State Legislators
William ""Smitty"" Pignatelli, Member of the Massachusetts House of Representatives from the 4th Berkshire District[28]
Labor Unions
AFL-CIO Massachusetts[27]
American Federation of Teachers[27]
American Federation of State, County and Municipal Employees- Council 93[27]
Carpenters Local 336[27]
National Education Association[30]
Service Employees International Union- Massachusetts State Council[27]
Organizations
Brady Campaign[27]
BOLD PAC[27]
Democratic Majority for Israel (DMFI) PAC[31]
Equality PAC[27]
Human Rights Campaign[27]
J Street PAC[32]
NARAL Pro-Choice America[27]
Planned Parenthood[27]
Newspapers and other media
The Berkshire Eagle[33]"
2020,House,Massachusetts,Lori Trahan,"Federal officials
Ayanna Pressley, U.S. Representative (MA-07)[48]
Elizabeth Warren, U.S. Senator from Massachusetts[49]
Organizations
J Street PAC[32]
NARAL Pro-Choice America[49]
Planned Parenthood Action Fund[50]"
2020,House,Massachusetts,Jake Auchincloss,"U.S. Senators
Elizabeth Warren, U.S. Senator from Massachusetts (2013-present)[73]
Ed Markey, U.S. Senator from Massachusetts (2013-present)[74]
U.S. Representatives
Joe Kennedy III, Member of the U.S. House of Representatives from Massachusetts's 4th congressional district[75]
State Executives
James E. Timilty, Treasurer of Norfolk County, Massachusetts, Member of the Massachusetts Senate from the Bristol and Norfolk district[76]
State Legislators
Carole Fiola, state representative[77]
Patricia Haddad, state representative and Speaker pro Tempore of the Massachusetts House of Representatives[77]
Paul Schmid, state representative[77]
Organizations
VoteVets[78]
Labor Unions
Massachusetts AFL-CIO[79]
National Association of Government Employees (NAGE)[80]
Teamsters Local 25[81]
Newspapers and other media
The Boston Globe[82]
The Sun Chronicle[83]"
2020,House,Massachusetts,Becky Grossman,"Members of U.S. Cabinet
Julian Castro, United States Secretary of Housing and Urban Development (2014-2017), Mayor of San Antonio, Texas (2009-2014), Member of the San Antonio City Council from the 7th district (2001-2005)[84]
Members of U.S. Congress
Ro Khanna, Member of the U.S. House of Representatives from California's 17th congressional district[84]
State Executives
Steve Grossman, Treasurer and Receiver-General of Massachusetts (2011-2015), National Chair of the Democratic National Committee (1997-1999), Chair of the Massachusetts Democratic Party (1991-1993)[85]
State legislators
Ruth Balser, Member of the Massachusetts House of Representatives[86]
Bill Bowles, Member of the Massachusetts House of Representatives from the 2nd Bristol District (2009-2011)[84]
Cynthia Stone Creem, Majority Leader of the Massachusetts Senate (2018-present), Member of the Massachusetts Senate from the 1st Middlesex and Norfolk district (1999-present), Member of the Massachusetts Governor's Council (1995-1999)[84]
Louis Kafka, Member of the Massachusetts House of Representatives from the 8th Norfolk District (1991-present)[84]
Kay Khan, Member of the Massachusetts House of Representatives (1995-present)[84]
David Linsky, Member of the Massachusetts House of Representatives from the 5th Middlesex District[84]
Joan Menard, Member of the Massachusetts Senate from the 1st Bristol and Plymouth District (2000-2011), Chair of the Massachusetts Democratic Party (1993-2000), Member of the Massachusetts House of Representatives from the 5th Bristol District (1979-2000)[84]
Michael Rodrigues, Member of the Massachusetts Senate from the 1st Bristol and Plymouth district (2011-present) and Member of the Massachusetts House of Representatives from the 8th Bristol district (1996-2011)[84]
Alan Silvia, Member of the Massachusetts House of Representatives from the 7th Bristol District (2013-present)[84]
Local Officials
Marian Ryan, District Attorney of Middlesex County, Massachusetts (2013-present)[84]
Organizations
Moms Demand Action for Gun Sense in America[87]
Newton Firefighters Associations Local 863[88]
The Professional Fire Fighters of Massachusetts (PFFM)[88]"
2020,House,Massachusetts,Alan Khazei,"Members of U.S. Cabinet
Arne Duncan, former U.S. Secretary of Education (2009-2015)[89]
Michèle Flournoy, former U.S. Under Secretary of Defense for Policy (2009-2012)[90]
Susan Rice, former U.S. National Security Advisor (2013-2017), U.S. Ambassador to the United Nations (2009-2013), and U.S. Assistant Secretary of State for African Affairs (1997-2001)[91]
Leon Panetta, former Secretary of Defense[92]
U.S. Senators
Michael Bennet, U.S. Senator from Colorado[93]
Gary Hart, former U.S. Special Envoy for Northern Ireland (2014-2017) and U.S. Senator (D-CO) (1975-1987) and 1984 and 1988 Democratic presidential candidate[94]
Members of U.S. Congress
Jamie Raskin, U.S. Representative (MD-08) and Congressional Progressive Caucus vice chair[95]
State legislators
Marc Pacheco, state senator, former state Senate president pro tempore (2015-2019), Democratic candidate in 2001 MA-09 special election, and former state representative (1989-1993)[96]
William ""Smitty"" Pignatelli, state representative[97]
Jeffrey Roy, state representative[93]
Local officials
Mitch Landrieu, Mayor of New Orleans (2010-2018) and Lieutenant Governor of Louisiana (2004-2010)[90]
Organizations
Iranian American Political Action Committee (IAPAC)[90]
National Iranian American Council (NIAC) Action[98]
Individuals
Gen. (Ret.) Stanley A. McChrystal, former ISAF and USFOR-A commander (2009-2010)[99]
Rosabeth Moss Kanter, Harvard Business Professor[93]
Cornell William Brooks, former NAACP president[93]"
2020,House,Massachusetts,Ihssane Leckey,"Members of U.S. Congress
Ilhan Omar, U.S. Representative for Minnesota's 5th congressional district [100]
State legislators
Nika Elugardo, state representative[101]
Organizations
Brand New Congress[102]
Jewish Voice for Peace Action[103]
Massachusetts Peace Action[104]
People's Policy Project[105]
United Food and Commercial Workers Local 1445[106]
Individuals
Brianna Westbrook, Arizona Democratic Party vice chair and executive committee member[101]
Cori Bush, American politician, registered nurse, pastor, activist from Saint Louis, Missouri, and Democratic nominee for Missouri's 1st congressional district[107]"
2020,House,Massachusetts,Natalia Linos,"Individuals
R. Nicholas Burns, former Under Secretary of State for Political Affairs[108]
Mary T. Bassett, former Commissioner of Health of the City of New York[109]
Sheldon Glashow, Nobel Prize-winning physicist.[81]
Frank Hu, Professor, Harvard School of Public Health[109]"
2020,House,Massachusetts,Jesse Mermell,"Members of U.S. Congress
Ayanna Pressley, U.S. Representative (MA-07)[110][111]
State Executives
Maura Healey, Attorney General[112]
Suzanne Bump, State Auditor[113]
State legislators
Julian Cyr, state senator[110]
Carol Doherty, state representative[114]
Carolyn Dykema, state representative[115]
Paul Feeney, state senator[116][117]
Denise Garlick, state representative[110][118]
Jim Hawkins, state representative[117]
Becca Rausch, state senator[119][120]
Frank Smizik, former state representative[115]
Local legislators
Ritchie Torres, New York City Councilor and 2020 Democratic nominee for New York's 15th congressional district[11]
Individuals
Joshua Boger, founder of Vertex Pharmaceuticals[121]
Jeff Bussgang, venture capitalist[121]
Ben Cohen and Jerry Greenfield, founders of Ben & Jerry's ice cream[89]
Stephen Kaufer, founder and CEO of Tripadvisor[122]
Barbara F. Lee, philanthropist[123]
Shannon Liss-Riordan, labor attorney and former candidate for US Senate[11]
Quentin Palfrey, 2018 Democratic nominee for Lieutenant Governor[92]
Diane Patrick, former First Lady of Massachusetts[124]
Dan Rivera, Mayor of Lawrence[124]
Organizations
Coalition for Social Justice[125]
Make Room[19]
NARAL Pro-Choice America[126]
National Women's Political Caucus[127]
Planned Parenthood Action Fund[128]
Labor unions
Carmen's Union Local 589[129]
Massachusetts Teachers Association[130]
International Union of Painters and Allied Trades District Councils 35 and 12[131]
Massachusetts Nurses Association[114]
Massachusetts State Council of Machinists[132]
SEIU Massachusetts State Council[132]
United Auto Workers Region 9A[129]"
2020,House,Massachusetts,Ben Sigel,"Members of U.S. Congress
Tony Cárdenas, Member of the U.S. House of Representatives from California's 29th district (2013-present), Member of the Los Angeles City Council from the 6th district (2003-2013), Member of the California State Assembly from the 39th district (1996-2002)[133]
State Executives
Nellie Gorbea, Secretary of State of Rhode Island (2015-present)[133]
Organizations
CHC Bold PAC[133]"
2020,House,Massachusetts,Julie Hall,"Labor Unions
Massachusetts Fraternal Order of Police[137]
Organizations
Massachusetts Republican Party[138]"
